COMMENT_ID,CONTENT,CLASS
258,"i been working so hard for the past 60 days to improve i been writing/recording/mixing/performing 16 bars everyday im doing it for a whole year(365 days) today i&#39;m on day 60 today i work so hard now i&#39;m doing 2 verses everyday to improve i&#39;m going all the way to 365 PLEASE SUBSCRIBE to my channel  help me build a fan base ,watch me improve,help me get closer to my dream i&#39;m lyrical and i keep it real i won&#39;t leave you down i promise(: PLEASE SUBSCRIBE please like this  commment so people can see",spam
259, I can&#39;t believe this I just now watched a brand new adult video clip with rihanna She has been screwing a black Basketball player  Check out her video right here if you wish:   crazy-celeb-news.eu.pn,spam
260,┏━━━┓┏┓╋┏┓┏━━━┓┏━━━┓┏┓╋╋┏┓  ┃┏━┓┃┃┃╋┃┃┃┏━┓┃┗┓┏┓┃┃┗┓┏┛┃  ┃┗━━┓┃┗━┛┃┃┃╋┃┃╋┃┃┃┃┗┓┗┛┏  ┗━━┓┃┃┏━┓┃┃┗━┛┃╋┃┃┃┃╋┗┓┏┛  ┃┗━┛┃┃┃╋┃┃┃┏━┓┃┏┛┗┛┃╋╋┃┃  ┗━━━┛┗┛╋┗┛┗┛╋┗┛┗━━━┛╋╋┗┛ CHECK MY VIDEOS AND SUBSCRIBE AND LIKE PLZZ,spam
261,Never gets old best song ever  ❤﻿,ham
262,First they were fighting... Then they were making out...﻿,ham
263,"I know that maybe no one will read this but PLEASE TYPE IN &quot;deazy99&quot; I&#39;m a rapper with a dream. I know you must see like millions of those on here everyday but please check out my music and subscribe if you&#39;d like thank you, i would love nothing more than to have a decent following on youtube from people if anyone reading this could give it a &quot;THUMBS UP&quot; because what some might see as just a simple button press could make my dream come true..thank you again for your time &amp; may god bless you",spam
264,Hey guys please just spent one minute for me:) im a singer from srilanka and im 18 year&#39;s old! SooO I LIKE TO BE GREAT SINGER will be a one day so i hope it would be happen in really my life. Just view my videos and rate it and let me know how is my voice please help us guys closer to living my dream:)! I really know you&#39;d helped me who read this comment he/she can just understand my feeling ! Thanks guys lv u really much more! SUBSCRIBE IT MY CHANNEL AND ONECE AGAIN THANK U !,spam
265,YO GUYS IM 14 YEAR OLD RAPPER JUST STARTED RAPPING  SO PLEASE CHECK OUT MY SITE AND LEAVE FEEDBACK AND SUBSCRIBE  ALSO LIKE THIS COMMENT SO MORE CAN SEE AND MAKE MY CHANNEL BIG ASWELL,spam
266,Check out this video on YouTube:﻿,spam
267,*for 90&#39;s rap fans*  check out my Big Pun - &#39;Beware&#39; cover!  Likes n comments very much appreciated!,spam
268,I love this song up to the moon &gt;3 you are Rocks!﻿,ham
269,Hello. İ am from Azerbaijan<br />﻿,ham
270,"This great Warning will happen soon. ,0
LneaDw26bFst76VHKJL8PxaEy6VMNlvmriUDTSFK6vY,Ali Paša,2013-09-26T22:28:17.047000,Croatia &lt;3,0
LneaDw26bFvkAHxpKEnM25FYWkyXthsUpri6JuQsZnU,G Belrus,2013-09-26T22:26:12.832000,Nice one,0
LneaDw26bFtvZQt6JUEhasIEFRJG1exI_dVqdnQVPho,exode. comeback.,2013-09-26T22:23:00.710000,600m views.,0
LneaDw26bFunOarAg71AwGU6TJO6aZDKFIUn_TZ1_HY,Muhammad Shaeel Abbas,2013-09-26T22:15:45.476000,Fuck off!,0
LneaDw26bFt-oToUFj0z3vffLFNaxyKwZSIVQhiMx-E,Notorious Niko,2013-09-26T22:00:43.613000,""Hey guys im a 17yr old rapper trying to get exposure... I live in belgium where NO ONE speaks english so i have to resort to this gay SPAM...  Check out my 2 latest tracks as they are probably my best.. Audio isnt the best but im gonna invest in some real equipment for my next track..  Please Thumbs this up so others can see.. or hey dont just check me out yourself and leave a response and a like :D  Thanks in advance, you guys will be part of making my dream come TRUE   -Notorious Niko ",spam
271,"Hey guys im a 17yr old rapper trying to get exposure... I live in belgium where NO ONE speaks english so i have to resort to this gay SPAM...  Check out my 2 latest tracks as they are probably my best.. Audio isnt the best but im gonna invest in some real equipment for my next track..  Please Thumbs this up so others can see.. or hey dont just check me out yourself and leave a response and a like :D  Thanks in advance, you guys will be part of making my dream come TRUE   -Notorious Niko ",spam
272,EMINEM&lt;3 <br />the best rapper ever&lt;3﻿,ham
273,i hate rap﻿,ham
274,Check out my channel to see Rihanna short mix by me :),spam
275,Every weekend a new lyric video of Eminem here VIEW LIKE SUBSCRIBE,spam
276,This song/video is such a trigger but it&#39;s just so good...﻿,ham
277,Check Out The New Hot Video By Dante B Called Riled Up,spam
278,Was that Meghan fox??﻿,ham
279,ayyy can u guys please check out my rap video im 16 n im juss tryna get some love please chrck it out an thank u,spam
280,COME SUBSCRIBE TO MY CHANNEL! ;-)  PLEASE!!,spam
281,"Awesome song!,congratulations!!!﻿",ham
282,"Come check out our music channel! go check out the song &quot;Love Me&quot; by J.E.M.INI! If you do you are a very amazing person, thank you to all who check it out, if you don&#39;t check it out you&#39;re still an amazing person just for reading this post",spam
283,share and like this page to win a hand signed Rihanna photo!!! fb -  Fans of Rihanna,spam
284,share and like this page to win a hand signed Rihanna photo!!! fb -  Fans of Rihanna,spam
285,check out my page ADAM B BEATS 2013,spam
286,Look and shares my video please :D,spam
287,Check out this video on YouTube:﻿,spam
288,Like &amp; Subscribe /watch?v=5tu9gN1l310,spam
289,charlieee :DDDD (Those who saw Lost only will understand)﻿,ham
290,LADIES!!! -----&gt;&gt; If you have a broken heart or you just want to understand guys better you should check out this underground book called The Power of the Pussy on AMAZON. Best book ever for us girls! Oh...and just a warning it&#39;s for 18 and over...lol,spam
291,COFFEE ! LOVERS ! PLEASE ! READ ! Check out a song I wrote and sing on You Tube called COFFEE LOVA.Type COFFEE LOVA like I spell it while your already on You Tube hit enter.Then look for video titled COFFEE LOVA hit enter and BLAST ! OFF !,spam
292,"hey guy if you can please SUBSCRIBE to my channel im a young dedicated rapper i post videos everyday to improve  i write/perform/record/mix/edit/post everyday  i do a verse everyday (16 bars)to improve i&#39;m doing it for 365 days a whole year to improve right now i&#39;m on day 46  if you guys can please like this comment so everyone can see it and follow me on my journey/watch me improve everyday SUBSCRIBE PLEASE I&#39;m lyrical and i keep it real  help me reach my dream,help me build a fan base,THANKS(:",spam
293,so many comments.﻿,ham
294,"Getting too 1billion views, holy moly.!!!﻿",ham
295,Best song﻿,ham
296,SUBSCRIBE TO ME! I MAKE MUSIC!,spam
297,#1 song in world even in 2015﻿,ham
298,Hi loving it﻿,ham
299,subscribe me if u love eminem,spam
300,Lol thats the guy from animal planet and lost. And the girl is megan fox i think hahah ﻿,ham
301,This song is true because it is insane because boys will do this to a girl and it is not true that people say that a guy will never do it to a girl but boys YOU LIERS NOW STOP TREATING US GIRLS THIS WAY YOU ALL SUCK!﻿,ham
302,Love the video ﻿,ham
303,Hello I&#39;m from Bulgaria﻿,ham
304,if u love rihanna subscribe me,spam
305,Eminem rap can be easy for a boy but I can do that﻿,ham
306,if u love rihanna subscribe me,spam
307,CHECK OUT MY MUSIC VIDEO ON MY CHANEL!!!,spam
308,check out our bands page on youtube killtheclockhd - check out some of our original songs including &quot;your disguise&quot;,spam
309,could you guys please check out my channel for hiphop beats?,spam
310,I love this song sooooooooooooooo much﻿,ham
311,everyone come and check out the new GTA 5 Gameplay right Here : /watch?v=6_H0m5sAYho,spam
312,Check out this video on YouTube:﻿,spam
313,Hey guys I&#39;m 87 cypher im 11 years old and Rap is my life I recently made my second album desire ep . please take a moment to check out my album on YouTube thank you very much for reading every like comment and subscription counts,spam
314,Eminem - Love the way you lie ♥ ♥ ♥﻿,ham
315,Hey guys ready for more 87 Cyphers back check out my video on YouTube. NEW ALBUM IS OUT CHECK IT OUT. MORE MUSIC TOMORROW THANKS FOR READING,spam
316,Hey if you guys wouldnt mind...could you check out my boys and my music...we just made a real lyrical song...search DNA Andrew Guasch...I appreciate it. Leave some real feedback and keep Hip-Hop alive,spam
317,Is that girl is Megan fox ﻿,ham
318,So freaking sad...﻿,ham
319,Hello. I only made ONE Eminem song on my channel. Could you guys just put A LIKE on it please? Don&#39;t need to subscribe. Thanks.,spam
320,"hey guys if you guys can please SUBSCRIBE to my channel ,i&#39;m a young rapper really dedicated i post a video everyday ,i post a verse (16 bars)(part of a song)everyday to improve i&#39;m doing this for 365 days ,right now i&#39;m on day 41  i&#39;m doing it for a whole year without missing one day if you guys can please SUBSCRIBE and follow me on my journey to my dream watch me improve, it really means a lot to me  thank you (:, i won&#39;t let you down i promise(: i&#39;m lyrical i keep it real!",spam
321,hey its M.E.S here I&#39;m a young up and coming rapper and i wanna get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a sub if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid ive been told i have potential,spam
322,i like the lyrics but not to music video﻿,ham
323,"I hope everyone is in good spirits I&#39;m a hard working student who&#39;s also a passionate singer I look foward to the day when I can make my own music to share But for now I&#39;ve just been doing covers. Check out my channel, I&#39;ve done Covers of Miley Cyrus, Imagine Dragons, Lana Del Rey, Drake, Macklemore, Pink and countless others.  Subscribe only if you want to. My goal isn&#39;t to become famous but to  inspire FYI this isn&#39;t spamming, everyone has a right to freedom of speech. Thanks ",spam
324,check out my channel for rap and hip hop music,spam
325,BR﻿,ham
326,adam b beats check out my page,spam
327,"<a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23Awesome"">#Awesome</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23Share"">#Share</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23RT"">#RT</a> Eminem - Love The Way You Lie ft. Rihanna <a href=""http://ow.ly/2zME8f"">http://ow.ly/2zME8f</a>﻿",spam
328,im M.E.S an aspiring young rapper with high hopes.  i know you will not click this link and check out my channel. you just dont want to.  well its your choice. in fact you know what DONT CLICK,spam
329,Looooved ﻿,ham
330,We need to get this to 1 Billion Views!!﻿,ham
331,"Hey? Everyone Please take a moment to read this. I work my ass off hoping to make it into the music industry but its hard to? get people to hear you when you don’t have money for advertisements and exposure I am a Young Artist who has dreams and goals like everybody else Please take 30 seconds and visit my channel You don’t have to like? me, just give me a chance to prove my talent Also, please take just 1 second of your life and Thumb this comment up it would be Super Helpful.",spam
332,Amazing﻿,ham
333,Almost a billion﻿,ham
334,Great song﻿,ham
335,PLEASE CHECK OUT MY VIDEO CALLED &quot;WE LOVE MIND MASTER IT&quot; THANKS,spam
336,Okay trust me I&#39;m doing a favor. You NEED to check out this guy named Columbus Nelson on YouTube.,spam
337,I agree they are just damn spammers. They suck. Im trying to do the same and get known. I know the feeling. I will help you out and leave likes and comments on your page. I hope you could do the same and maybe subscribe to me that would be awesome thanks,spam
338,adam b beats check out my page 2013,spam
339,CHECK OUT THESE LYRICS /watch?v=yUTTX04oyqQ,spam
340,"I don&#39;t understand this song, I have had the passion for women feel like im losing my mind but i don&#39;t understand the ideas of loving the the way someone lies.....﻿",ham
341,*****PLEASE READ*****  Hey everyone! I&#39;m a 19 year old student  who loves to sing.  I record and upload covers on my channel. I would love if you could check them out.  Just give me a chance. You don&#39;t have to thumbs up or subscribe (But you can if you like what your hear)  Just listen. I&#39;d really appreciate.  ~THANK YOU for your time. ~,spam
342,Anybody else here in 2015?﻿,ham
343,"Hi I&#39;m lil m !!! Check out love the way you lie!!!! My live performance and many others,,, videos and my own lyrics!!!!! Thanks",spam
344,I&#39;m subscribing to you just because your comment was that great.,spam
345,I like the Mmph version better﻿,ham
346,Terrance. .thank you for serving our country. How do i &quot;like you&quot; or &quot;subscribe&quot;?,spam
347,Thumbs up if you listen this in 2015.﻿,ham
348,Hey everyone check out my channel leave a like and subscribe please and if there is a song you want me to do post the name in the comments and I will get on to it(: Thanks,spam
349,do you want to make some easy money? check out my page tvcmcadavid.weebly . com dont miss out on this opportunity,spam
350,Hi everyone. We are a duo and we are starting to record freestyles and put them on youtube. If any of you could check it out and like/comment it would mean so much to us because we love doing this. We may not have the best recording equipment but if you listen to our lyrics and rhymes I think you&#39;ll like it. If you do then please subscribe and share because we love making these videos and we want you to like them as much as possible so feel free to comment and give us pointers! Thank you!,spam
351,For all you ladies out there......  Check out this link!  You&#39;ll find the hottest hairstyles and the latest trends for women!  Go to this site and you&#39;ll upgrade your hairstyles and fashion senses to a higher level!  Don&#39;t get left behind!     ---&gt;   goo.gl\BxrOSR,spam
352,Hi I am from bangladesh 💜﻿,ham
353,Is that Megan Fox?﻿,ham
354,Fire..﻿,ham
355,EMINEM FANS!!!  - Check Out The New Song &quot;FEELIN&#39; GOOD&quot; By J-D-P  Just Click The &quot;GHOSTPOET100&quot; Link Above This Post  Thank You All...,spam
356,Hi Guys im an Upcoming Rapper if you could check out my channel and tell me what you think maybe subscribe or like i would really appreciate it all HATERS are welcome to :) thanks,spam
357,"CHECK OUT THIS NEW VIDEO I MADE CALLED &quot;WE LOVE MIND MASTER IT&quot;, THANK U SO MUCH ",spam
358,I love the way you lie﻿,ham
359,hey its M.E.S here I&#39;m a young up and coming rapper and i wanna get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a sub if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid ive been told i have potential,spam
360,Love the way you lie II is nicer in my opinion. :D﻿,ham
361,Almost to a billion :)﻿,ham
362,If you are a person that loves real music you should listen to &quot;Cruz Supat&quot;<br />He is awesome as fuck!!! Just as eminem used to be.﻿,ham
363,Also check out D.j.j where do i go now and road to recovery,spam
364,Charlie got off the island and dated Megan Fox? b-but what about claire?﻿,ham
365,Hi guys ! !  Check Out My Remixes ! !  Thanx You&#39;re Great ! ! SWAG ! !,spam
366,"Please check out my youtube channel! Just uploaded my first youtube video please check it out, you will not regret it!",spam
367,Eminem best rapper all the time﻿,ham
368,Omg! This guy sounds like an american professor green﻿,ham
369,thumbs up if you think this should have 1 billion views﻿,ham
370,Lemme Top Comments Please!!﻿,ham
371,i love this song﻿,ham
372,My favorite song 💗💗💗💗﻿,ham
373,tryna work with some rappers check out the ones i already have on my channel,spam
374,Check out Berzerk video on my channel ! :D,spam
375,super﻿,ham
376,eminem new song check out my videos,spam
377,Check out this video on YouTube:﻿,spam
378,"My friends wife earns 4000DOLLARS a month ,you can do it do if you want to be a wwhore ,you can not get these type of wages for working from home on a PC taking surveys ...dont believe that shit,just because yahoo and other are taking their money does not mean they are LEGIT ..Please like this so the MSG gets thru to vulnerable  people Like eminem used to be ",spam
379,Subscribe To Mê Please Guys,spam
380,"this is the 4th most watched video on youtube. and hes the 21 most subscribed channel on youtube, just recentley surpassing justing bieber and is less then 1,00 subs away from beating taylor swift",spam
381,hey its M.E.S here I&#39;m a young up and coming rapper and i wanna get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a sub if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid ive been told i have potential,spam
382,Love you﻿,ham
383,Lil m !!!!! Check hi out!!!!! Does live the way you lie and many more ! Check it out!!! And subscribe,spam
384,"Hello to everyone! Please check out my video: /watch?v=2b4WyWpHi8c It takes just 2 minutes, hope I don&#39;t ask too much. If you can&#39;t help me just Like &amp; Share the video please, so more people will see it. Thumbs UP, it would mean so much to me, maybe will make my dream come true. Thanks to everyone, GOD BLESS YOU ALL!",spam
385,/watch?v=aImbWbfQbzg watch and subscrible,spam
386,I  love you Eminem﻿,ham
387,love the you lie the good﻿,ham
388,still listening in 2015﻿,ham
389,hey its M.E.S here I&#39;m a young up and coming rapper and i wanna get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a sub if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid ive been told i have potential,spam
390,Eminem rocks!﻿,ham
391,CHECK OUT MY YOUTUBE VIDEOS FOR FUNNY AND COOL RAP,spam
392,hay my is honesty wright i am 12year old  i love your song thank you for makeing this song i love this song so much sometime harts can get breaken  people kill  they self or go cazzy i  love you so much thanks 😱👏keep on go  make  sure you doing your   dream is comeing rule  good luck﻿,ham
393,awesome﻿,ham
394,I lovet﻿,ham
395, Subscribe and like my video please,spam
396,subscribed :) btw you have a good style keep it up brother :)),spam
397,I KNOW YOU MAY NOT WANT TO READ THIS BUT please do  I&#39;m 87 Cypher an 11 year old rapper I have skill people said .my stuff isn&#39;t as good as my new stuff but its good please check out my current songs comment and like thank you for reading rap is my life,spam
398,Charlie from Lost!﻿,ham
399,Eminem THE BEST !﻿,ham
400,"Usually guys I would vote people like this down but actually check out his channel, it reminds me of a smaller version of 8 mile. Give this guy a chance since everyone has to start somewhere!",spam
401,❤️❤️❤️﻿,ham
402,hello friends. i am a young 15 year old rapper trying to make something out of nothing..Please can you take a second of your life and check out my videos and help me reach my Dreams! GoD Bless YOU,spam
403,beautiful song!﻿,ham
404,CHECK OUT MY CHANNEL BOYS AND GIRLS ;),spam
405,hey guys i know its annoying getting spammed sorry bout that but please take a moment to check out my channel  IM A RAPPER with DECENT skills. i want to share my music with more people so take a listen   THUMBS UP SO MORE CAN SEE THIS,spam
406,best rap ever﻿,ham
407,I lover this song,ham
408,hey guys i know you wanna skip over this but please take a chance and check out my music I&#39;m a young up and coming rapper with a big dream and i appreciate constructive critisism. so please have a look thank you for your time,spam
409,Love your songs<br />Supper cool<br />﻿,ham
410,I like the music...but is anyone listening to the lyrics?﻿,ham
411,Maybe no one will probably read this. But just in case you do Can You Put A &quot;Thumbs Up &quot;So Others Can See. I Just started rapping seriously (Type in Lunden- 1990 Video) just a simple button? can help my dreams come true. people will ignore this but if you don&#39;t can you listen and subscribe Thank you all God Bless.,spam
412,:D﻿,ham
413,Check out my channel for some lyricism.....,spam
414,Me and my big sister like you﻿,ham
415,Not bad﻿,ham
416,I love eminem  &lt;3﻿,ham
417,She looks like Megan Fox 😂 xD!!﻿,ham
418,Hey Go To My Channel Check Out My Dongs Thanks YouTuber&#39;s,spam
419,is that megan fox?﻿,ham
420,You can not hate eminem and nirvana...trust me﻿,ham
421,Like eminen﻿,ham
422,check out my playlist,spam
423,Media is Evil! Please see and share: W W W. THE FARRELL REPORT. NET  Top Ex UK Police Intelligence Analyst turned Whistleblower Tony Farrell exposes a horrific monstrous cover-up perpetrated by criminals operating crimes from inside Mainstream Entertainment and Media Law firms. Beware protect your children!! These devils brutally target innocent people. These are the real criminals linked to London&#39;s 7/7 attacks 2005.  MUST SEE AND MAKE VIRAL!!! Also see UK Column video on 31st January 2013.,spam
424,subscribe to my channel who can,spam
425,Simply rap god﻿,ham
426,is that megan fox x:D?﻿,ham
427,I love this song﻿,ham
428,check out my new EM cover video trailer,spam
429,Really good song .<br />you know love song song.﻿,ham
430,Eminem is the greatest artist to ever touch the mic.﻿,ham
431,i love Rihanna 😍😍😍😍[♧from Thailand♧]﻿,ham
432,some classsic :))))﻿,ham
433,sorry for the spam yall I know it’s annoying. But if you can spare a min please check out the new track on my channel i&#39;m a upcoming uk rapper.please come check out my songs u might like em. If not no worries I’m sorry for wastin your time. Even thumbs up to get more noticed will really help. peace yall,spam
434,"This song is like an oreo, the black part is good but the white part is better﻿",ham
435,That guy charley of lost TV show﻿,ham
436,subscribe to my channel  /watch?v=NxK32i0HkDs,spam
437, HI IM 14 YEAR RAPPER SUPPORT ME GUY AND CHECK OUT MY CHANNEL AND CHECK OUT MY SONG YOU MIGHT LIKE IT ALSO FOLLOW ME IN TWITTER @McAshim for follow back.,spam
438,Hello Brazil 😻✌💓😻👏﻿,ham
439,EMINEM the best EVER.﻿,ham
440,hey guys look im aware im spamming and it pisses people off but please take a moment to check out my music.  im a young rapper and i love to do it and i just wanna share my music with more people  just click my picture and then see if you like my stuff,spam
441,DO YOU KNOW HOW SEAN KINGSTON GOT FAMOUS WHY DON&#39;T YOU LOOK IT UP KID BEFORE YOUR SO HARD ON YOURSELF!!  IF YOU HIT ME UP WITH A MESSAGE IN MY INBOX AND SUBSCRIBE I WILL CHECK OUT YOUR CHANNEL....SOUNDS FAIR TO ME.,spam
442,Best. Song. EVER 🙌﻿,ham
443,check out eminem latest track survival if u didnt,spam
444,SUBSCRIBE TO MY CHANNEL X PLEASE!. SPARE,spam
445,Check out my videos guy! :) Hope you guys had a good laugh :D,spam
446,3 yrs ago I had a health scare but thankfully I’m okay. I realized I wasn’t living life to the fullest.  Now I’m on a mission to do EVERYTHING I’ve always wanted to do. If you found out you were going to die tomorrow would you be happy with what you’ve accomplished or would you regret not doing certain things? Sorry for spamming I’m just trying to motivate people to do the things they’ve always wanted to. If you’re bored come see what I’ve done so far! Almost 1000 subscribers and I just started!,spam
447,Rihanna looks so beautiful with red hair ;)﻿,ham
448,857.482.940 views AWESOME !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,ham
