,price,speed,hd,ram,screen,cd,multi,premium,ads
1447,2190,50,214,4,15,no,no,yes,246
1448,2595,33,340,8,17,no,no,yes,246
1449,2174,33,120,4,14,yes,no,no,246
1450,2834,66,426,8,15,no,no,yes,246
1451,2944,33,528,16,14,no,no,yes,246
1452,1599,33,212,4,14,no,no,yes,246
1453,2590,25,528,16,14,no,no,yes,246
1454,1769,33,170,4,14,yes,yes,yes,246
1455,2995,66,424,16,15,yes,no,yes,246
1456,1848,66,130,4,14,yes,no,yes,246
1457,3148,66,345,16,15,yes,no,yes,246
1458,3595,66,500,16,15,no,no,yes,246
1459,2690,50,340,8,15,yes,yes,yes,246
1460,2495,25,528,16,14,no,no,yes,246
1461,2899,50,320,8,15,no,no,yes,246
1462,1999,33,230,8,15,no,no,yes,246
1463,2194,33,214,4,14,yes,no,yes,246
1464,3890,66,500,16,14,yes,yes,yes,246
1465,1690,25,170,4,14,yes,yes,yes,246
1466,2444,33,426,8,14,no,no,yes,246
1467,4104,66,527,8,15,yes,no,no,246
1468,2894,33,340,4,14,yes,no,no,246
1469,1790,33,107,2,15,no,no,yes,246
1470,1995,33,340,8,14,no,no,yes,246
1471,3194,66,528,16,14,yes,no,yes,246
1472,2414,33,120,4,14,yes,no,no,246
1473,2699,33,240,4,14,no,no,no,246
1474,2344,66,214,4,14,no,no,yes,246
1475,3814,66,527,4,14,yes,no,no,246
1476,2494,33,426,8,14,yes,no,yes,246
1477,2890,33,528,16,15,no,no,yes,246
1478,4048,66,345,16,17,yes,no,yes,246
1479,1499,25,120,4,14,no,no,yes,246
1480,3144,50,528,16,14,no,no,yes,246
1481,1795,33,212,8,14,no,no,yes,246
1482,3044,50,528,16,14,no,no,yes,246
1483,2995,66,528,16,14,no,no,yes,246
1484,2390,33,426,8,14,no,no,yes,246
1485,2799,66,345,16,15,no,no,yes,246
1486,2094,66,107,2,14,yes,no,yes,246
1487,1890,50,107,2,14,no,no,yes,246
1488,2999,66,345,16,15,no,no,yes,246
1489,2644,50,426,8,14,no,no,yes,246
1490,2095,50,214,4,14,no,no,yes,246
1491,3090,66,528,16,15,no,no,yes,246
1492,3090,66,528,16,14,no,no,yes,246
1493,3914,66,527,4,15,yes,no,no,246
1494,1595,33,212,4,15,no,no,yes,246
1495,1944,50,107,2,14,no,no,yes,246
1496,2690,33,528,16,15,no,no,yes,246
1497,2895,50,528,16,14,no,no,yes,246
1498,2029,33,120,4,14,no,no,no,246
1499,1699,33,210,4,15,no,no,yes,246
1500,1890,33,214,4,14,no,no,yes,246
1501,1894,33,107,2,14,yes,no,yes,246
1502,2595,33,528,16,14,no,no,yes,246
1503,2559,66,340,8,17,no,no,yes,246
1504,2095,33,340,8,15,no,no,yes,246
1505,1939,66,212,4,14,no,no,yes,246
1506,2544,33,426,8,14,no,no,yes,283
1507,5399,66,1200,32,17,yes,no,yes,283
1508,2090,33,214,4,15,no,no,yes,283
1509,2025,66,340,4,15,no,no,yes,283
1510,2195,33,212,4,17,no,no,yes,283
1511,2590,66,426,8,15,no,no,yes,283
1512,2190,50,214,4,15,no,no,yes,283
1513,2014,25,212,4,14,yes,no,no,283
1514,1709,25,120,4,14,no,no,no,283
1515,2344,50,340,8,15,no,no,yes,283
1516,2395,50,426,8,14,no,no,yes,283
1517,3904,66,527,8,15,yes,no,no,283
1518,1644,33,107,2,14,no,no,yes,283
1519,2190,33,426,8,14,no,no,yes,283
1520,2744,66,426,8,14,no,no,yes,283
1521,1790,33,212,4,14,yes,yes,yes,283
1522,3634,66,527,4,15,yes,no,no,283
1523,2095,33,426,8,14,no,no,yes,283
1524,1299,25,120,4,14,yes,no,yes,283
1525,3385,66,1370,8,14,no,no,yes,283
1526,1844,33,107,2,14,no,no,yes,283
1527,1395,33,212,4,14,no,no,yes,283
1528,2744,25,528,16,14,no,no,yes,283
1529,2144,25,426,8,14,no,no,yes,283
1530,2295,33,426,8,14,no,no,yes,283
1531,1995,33,214,4,14,no,no,yes,283
1532,1539,25,120,4,14,no,no,no,283
1533,2645,66,340,8,17,no,no,yes,283
1534,2090,25,426,8,14,no,no,yes,283
1535,2999,66,340,4,15,no,no,yes,283
1536,1899,25,120,4,14,no,no,no,283
1537,1649,25,120,4,14,no,no,no,283
1538,1699,66,170,4,14,no,no,yes,283
1539,1395,25,107,2,14,no,no,yes,283
1540,1769,33,170,4,14,yes,yes,yes,283
1541,1894,25,214,4,14,yes,no,yes,283
1542,1599,33,212,4,14,no,no,yes,283
1543,2565,33,340,8,17,no,no,yes,283
1544,2899,50,240,4,14,no,no,no,283
1545,1694,33,107,2,14,yes,no,yes,283
1546,2375,66,340,8,15,no,no,yes,283
1547,2344,66,214,4,14,no,no,yes,283
1548,1594,25,107,2,14,yes,no,yes,283
1549,1995,25,426,8,14,no,no,yes,283
1550,2749,33,340,4,15,no,no,yes,283
1551,2225,66,340,8,15,no,no,yes,283
1552,1999,33,340,8,14,yes,no,yes,283
1553,1994,50,240,4,15,no,no,yes,283
1554,1994,33,214,4,14,yes,no,yes,283
1555,2364,33,212,4,14,yes,no,no,283
1556,2795,33,528,16,14,no,no,yes,283
1557,1595,33,212,4,14,no,no,yes,283
1558,2590,25,528,16,14,no,no,yes,283
1559,2165,33,340,8,15,yes,no,yes,283
1560,2495,66,426,8,14,no,no,yes,283
1561,2390,33,340,8,14,yes,yes,yes,283
1562,2090,25,426,8,15,no,no,yes,283
1563,2374,33,120,4,14,yes,no,no,283
1564,2244,33,214,4,14,no,no,yes,283
1565,2498,50,340,8,15,yes,no,yes,283
1566,2329,33,340,8,17,no,no,yes,283
1567,2595,33,528,16,14,no,no,yes,283
1568,2290,66,214,4,15,no,no,yes,283
1569,2495,66,340,8,15,yes,no,yes,283
1570,2190,50,214,4,14,no,no,yes,283
1571,2459,33,340,4,14,no,no,no,283
1572,1395,25,107,4,14,no,no,yes,283
1573,2390,33,426,8,15,no,no,yes,283
1574,1599,25,120,4,14,no,no,no,283
1575,2644,50,426,8,14,no,no,yes,283
1576,1695,25,214,4,14,no,no,yes,283
1577,2095,66,340,4,15,no,no,yes,283
1578,2144,66,107,2,14,no,no,yes,283
1579,2699,66,245,8,15,yes,no,yes,283
1580,2595,33,340,8,17,no,no,yes,283
1581,1990,66,107,2,14,no,no,yes,283
1582,1499,25,120,4,14,no,no,yes,283
1583,1944,25,214,4,14,no,no,yes,283
1584,1999,66,170,4,14,yes,yes,yes,283
1585,2244,50,214,4,14,no,no,yes,283
1586,2294,33,426,8,14,yes,no,yes,283
1587,3015,66,340,8,17,yes,no,yes,283
1588,2699,66,245,8,15,yes,no,yes,283
1589,2499,33,250,8,15,yes,no,yes,283
1590,3144,66,528,16,14,no,no,yes,283
1591,1799,33,230,4,14,no,no,yes,283
1592,2290,66,214,4,14,no,no,yes,283
1593,1949,50,340,4,14,no,no,yes,283
1594,2395,50,340,4,17,no,no,yes,283
1595,1929,66,210,4,15,no,no,yes,283
1596,1799,33,120,4,14,no,no,no,283
1597,3899,66,540,16,17,yes,no,yes,283
1598,3334,66,528,16,15,no,no,yes,283
1599,2795,66,545,8,14,no,no,yes,283
1600,1469,33,170,4,14,no,no,yes,283
1601,2439,50,340,8,17,no,no,yes,283
1602,1644,25,107,2,14,no,no,yes,283
1603,2444,33,426,8,14,no,no,yes,283
1604,2249,33,230,4,15,no,no,yes,283
1605,3044,50,528,16,14,no,no,yes,283
1606,2494,33,426,8,14,yes,no,yes,283
1607,1789,33,120,4,14,no,no,no,283
1608,2990,50,528,16,15,no,no,yes,283
1609,1944,33,107,2,14,no,no,yes,283
1610,2090,33,214,4,14,no,no,yes,283
1611,3135,33,1370,8,14,no,no,yes,283
1612,1995,33,340,8,15,no,no,yes,283
1613,1790,25,214,4,15,no,no,yes,283
1614,3315,66,545,8,17,no,no,yes,283
1615,1790,25,214,4,14,no,no,yes,283
1616,1925,33,250,4,15,no,no,yes,283
1617,2705,66,545,8,15,no,no,yes,283
1618,3144,50,528,16,14,no,no,yes,283
1619,1890,50,107,2,15,no,no,yes,283
1620,2694,66,426,8,14,yes,no,yes,283
1621,2044,33,170,4,15,yes,yes,yes,283
1622,1925,66,340,4,14,no,no,yes,283
1623,2559,66,340,8,17,no,no,yes,283
1624,1295,25,170,4,14,no,no,yes,283
1625,2590,25,528,16,15,no,no,yes,283
1626,2095,50,214,4,14,no,no,yes,283
1627,2104,33,120,4,14,yes,no,no,283
1628,2644,66,426,8,14,no,no,yes,283
1629,2644,25,528,16,14,no,no,yes,283
1630,1990,66,107,2,15,no,no,yes,283
1631,2149,66,340,4,14,no,no,yes,283
1632,2449,50,230,4,15,no,no,yes,283
1633,2294,50,214,4,14,yes,no,yes,283
1634,1944,33,214,4,14,no,no,yes,283
1635,1544,25,170,4,15,no,no,yes,283
1636,1699,33,210,4,15,no,no,yes,283
1637,1995,33,340,8,14,no,no,yes,283
1638,3319,66,527,4,15,no,no,no,283
1639,3244,66,528,16,14,no,no,yes,283
1640,2299,66,120,4,14,no,no,no,283
1641,1590,33,107,2,15,no,no,yes,283
1642,2774,33,340,4,14,yes,no,no,283
1643,3589,66,527,8,15,no,no,no,283
1644,2495,25,528,16,14,no,no,yes,283
1645,1809,50,210,4,15,no,no,yes,283
1646,1519,50,130,4,14,no,no,yes,283
1647,1299,25,170,4,14,no,no,yes,283
1648,1395,25,170,4,14,no,no,yes,283
1649,1785,33,340,4,15,no,no,yes,283
1650,2194,33,214,4,14,yes,no,yes,283
1651,999,33,80,2,14,no,no,yes,283
1652,3065,33,545,8,17,no,no,yes,283
1653,1845,50,240,4,14,no,no,yes,283
1654,3044,33,528,16,14,no,no,yes,283
1655,2690,33,528,16,14,no,no,yes,283
1656,2099,33,120,4,14,no,no,no,283
1657,1699,25,212,4,14,no,no,no,283
1658,1964,25,120,4,14,yes,no,no,283
1659,3194,66,528,16,14,yes,no,yes,283
1660,1490,25,107,2,15,no,no,yes,283
1661,2244,25,426,8,14,no,no,yes,283
1662,2059,33,120,4,14,no,no,no,283
1663,3094,50,528,16,14,yes,no,yes,283
1664,1795,50,107,2,14,no,no,yes,283
1665,2844,33,528,16,14,no,no,yes,283
1666,2994,33,528,16,14,yes,no,yes,283
1667,2475,33,545,8,15,no,no,yes,283
1668,2049,33,212,4,14,no,no,no,283
1669,3090,66,528,16,14,no,no,yes,283
1670,2744,33,528,16,14,no,no,yes,283
1671,2729,66,245,4,15,no,no,no,283
1672,1944,50,107,2,14,no,no,yes,283
1673,2344,33,426,8,14,no,no,yes,283
1674,1685,33,340,4,14,no,no,yes,283
1675,1695,33,107,2,14,no,no,yes,283
1676,1495,33,107,2,14,no,no,yes,283
1677,2195,50,340,8,14,no,no,yes,283
1678,2195,66,214,4,14,no,no,yes,283
1679,2890,33,528,16,15,no,no,yes,283
1680,2199,50,230,8,15,no,no,yes,283
1681,2395,66,340,8,15,yes,no,yes,283
1682,2295,50,340,8,15,yes,no,yes,283
1683,1490,25,107,2,14,no,no,yes,283
1684,1895,33,170,4,14,yes,yes,yes,283
1685,1890,33,214,4,14,no,no,yes,283
1686,1795,33,214,4,14,no,no,yes,283
1687,1799,33,170,4,14,no,no,yes,283
1688,1899,50,340,4,14,no,no,yes,283
1689,2875,33,1370,4,15,no,no,yes,283
1690,2044,33,214,4,14,no,no,yes,283
1691,2394,66,214,4,14,yes,no,yes,283
1692,2244,33,426,8,14,no,no,yes,283
1693,2094,66,107,2,14,yes,no,yes,283
1694,2344,50,214,4,14,no,no,yes,283
1695,1895,66,107,2,14,no,no,yes,283
1696,2690,66,340,8,15,yes,yes,yes,283
1697,1895,25,170,4,17,no,no,yes,283
1698,1844,25,214,4,14,no,no,yes,283
1699,2799,66,340,16,15,yes,no,yes,283
1700,1894,33,107,2,14,yes,no,yes,283
1701,4999,66,525,8,17,yes,no,yes,283
1702,1544,25,107,2,14,no,no,yes,283
1703,1690,25,170,4,14,yes,yes,yes,283
1704,3649,66,450,8,15,no,no,yes,283
1705,2545,33,545,8,14,no,no,yes,283
1706,1890,50,107,2,14,no,no,yes,283
1707,2834,66,426,8,15,no,no,yes,283
1708,2490,50,340,8,15,yes,yes,yes,283
1709,2044,66,107,2,14,no,no,yes,283
1710,2794,33,528,16,14,yes,no,yes,283
1711,1279,33,130,4,14,no,no,yes,283
1712,2815,50,340,8,17,yes,no,yes,283
1713,3595,66,340,16,17,yes,no,yes,283
1714,2315,33,545,4,15,no,no,yes,283
1715,1449,25,120,4,14,no,no,no,283
1716,1369,33,130,4,14,no,no,yes,283
1717,1479,50,130,4,14,no,no,yes,283
1718,2649,50,340,8,15,yes,no,yes,283
1719,2095,33,250,4,15,yes,no,yes,283
1720,1999,33,170,4,14,no,no,yes,283
1721,2390,33,426,8,14,no,no,yes,283
1722,1599,66,130,4,14,no,no,yes,283
1723,2595,66,340,4,17,no,no,yes,283
1724,1790,33,107,2,14,no,no,yes,283
1725,2190,50,340,4,14,yes,yes,yes,283
1726,1879,50,170,4,14,yes,yes,yes,283
1727,2194,25,426,8,14,yes,no,yes,283
1728,1399,33,212,4,14,no,no,yes,283
1729,1995,66,340,4,14,no,no,yes,283
1730,2095,33,340,8,15,no,no,yes,283
1731,2674,33,245,8,14,yes,no,no,283
1732,2044,50,107,2,14,no,no,yes,283
1733,2995,66,528,16,14,no,no,yes,283
1734,1995,33,212,4,17,no,no,yes,283
1735,2390,66,340,4,14,yes,yes,yes,283
1736,1395,25,170,4,15,no,no,yes,283
1737,2995,66,424,16,15,yes,no,yes,283
1738,2999,66,450,16,15,yes,no,yes,283
1739,2944,33,528,16,14,no,no,yes,283
1740,3515,66,424,16,17,yes,no,yes,283
1741,2690,33,528,16,15,no,no,yes,283
1742,1990,33,212,4,14,yes,yes,yes,283
1743,1994,50,107,2,14,yes,no,yes,283
1744,2799,66,450,8,15,yes,no,yes,283
1745,2990,50,528,16,14,no,no,yes,283
1746,2359,33,245,8,14,no,no,no,283
1747,2345,66,250,4,15,yes,no,yes,283
1748,2175,66,250,4,15,no,no,yes,283
1749,2544,50,426,8,14,no,no,yes,283
1750,1899,33,120,4,14,no,no,no,283
1751,2490,50,426,8,15,no,no,yes,283
1752,3190,66,424,16,15,yes,yes,yes,283
1753,1590,33,107,2,14,no,no,yes,283
1754,2565,66,545,4,15,no,no,yes,283
1755,2895,50,528,16,14,no,no,yes,283
1756,3198,66,450,16,15,yes,no,yes,283
1757,3199,66,340,16,15,yes,no,yes,283
1758,2024,25,120,4,14,yes,no,no,283
1759,1789,33,250,4,14,no,no,yes,283
1760,2145,33,340,8,15,no,no,yes,283
1761,1854,25,120,4,14,yes,no,no,283
1762,1790,33,107,2,15,no,no,yes,283
1763,2415,33,340,8,17,no,no,yes,283
1764,3249,66,450,4,15,no,no,yes,283
1765,1895,50,340,4,15,no,no,yes,283
1766,2590,66,426,8,14,no,no,yes,283
1767,2190,33,426,8,15,no,no,yes,283
1768,2795,66,340,8,17,no,no,yes,283
1769,2890,33,528,16,14,no,no,yes,283
1770,2490,50,426,8,14,no,no,yes,283
1771,2144,33,214,4,14,no,no,yes,283
1772,1539,25,212,4,14,no,no,yes,283
1773,2694,25,528,16,14,yes,no,yes,283
1774,2699,33,240,4,14,no,no,no,283
1775,2594,50,426,8,14,yes,no,yes,283
1776,3044,66,245,4,15,yes,no,no,283
1777,1579,50,170,4,14,no,no,yes,283
1778,2999,66,424,8,15,yes,no,yes,283
1779,1695,33,212,4,15,no,no,yes,283
1780,1890,33,214,4,15,no,no,yes,283
1781,2444,66,214,4,14,no,no,yes,283
1782,1795,50,340,4,14,no,no,yes,283
1783,1744,33,107,2,14,no,no,yes,283
1784,1449,25,212,4,14,no,no,yes,283
1785,3125,66,1370,4,15,no,no,yes,283
1786,1495,33,212,4,15,no,no,yes,283
1787,3090,66,528,16,15,no,no,yes,283
1788,1499,33,212,4,14,no,no,yes,283
1789,2995,66,340,16,15,yes,no,yes,259
1790,3199,66,340,16,15,yes,no,yes,259
1791,3334,66,528,16,15,no,no,yes,259
1792,3595,66,452,8,14,no,no,yes,259
1793,1899,33,120,4,14,no,no,no,259
1794,2090,33,214,4,15,no,no,yes,259
1795,3244,66,528,16,14,no,no,yes,259
1796,1644,25,107,2,14,no,no,yes,259
1797,3044,33,528,16,14,no,no,yes,259
1798,1295,25,212,4,14,no,no,yes,259
1799,1798,25,120,4,14,no,no,no,259
1800,1690,25,212,4,14,yes,yes,yes,259
1801,3708,66,527,8,15,no,no,no,259
1802,2495,66,424,8,15,yes,no,yes,259
1803,2790,50,426,8,14,yes,yes,yes,259
1804,1890,33,214,4,15,no,no,yes,259
1805,1795,33,214,8,14,no,no,yes,259
1806,3395,33,452,8,14,no,no,yes,259
1807,2095,33,212,4,17,no,no,yes,259
1808,2890,33,528,16,15,no,no,yes,259
1809,2344,50,214,4,14,no,no,yes,259
1810,2390,25,426,8,14,yes,yes,yes,259
1811,1964,25,120,4,14,yes,no,no,259
1812,3015,66,424,8,17,yes,no,yes,259
1813,2190,50,107,2,14,yes,yes,yes,259
1814,3515,66,424,16,17,yes,no,yes,259
1815,1899,25,120,4,14,no,no,no,259
1816,2690,33,528,16,15,no,no,yes,259
1817,2490,50,426,8,15,no,no,yes,259
1818,3544,66,340,16,17,yes,no,yes,259
1819,1925,66,340,4,15,no,no,yes,259
1820,2545,66,340,8,17,no,no,yes,259
1821,2995,66,528,8,15,no,no,yes,259
1822,2125,66,340,8,15,no,no,yes,259
1823,2395,50,426,8,14,no,no,yes,259
1824,1825,66,340,4,14,no,no,yes,259
1825,2390,33,214,4,14,yes,yes,yes,259
1826,2244,50,214,4,14,no,no,yes,259
1827,2475,33,340,8,17,no,no,yes,259
1828,2699,66,245,8,15,yes,no,yes,259
1829,2144,25,426,8,14,no,no,yes,259
1830,2644,50,426,8,14,no,no,yes,259
1831,2799,50,230,8,15,yes,yes,yes,259
1832,2099,33,120,4,14,no,no,no,259
1833,1995,33,424,8,14,no,no,yes,259
1834,2705,66,340,8,17,no,no,yes,259
1835,2799,66,450,8,15,yes,no,yes,259
1836,3205,66,1370,8,14,no,no,yes,259
1837,3899,66,527,16,17,yes,no,yes,259
1838,2729,66,245,4,15,no,no,no,259
1839,2444,66,214,4,14,no,no,yes,259
1840,2395,50,424,4,17,no,no,yes,259
1841,2095,33,212,4,17,no,no,yes,259
1842,2995,66,424,16,15,yes,no,yes,259
1843,2329,33,340,8,17,no,no,yes,259
1844,2390,33,424,8,14,yes,yes,yes,259
1845,1649,25,120,4,14,no,no,no,259
1846,2290,66,107,2,14,yes,yes,yes,259
1847,1828,25,120,4,14,no,no,no,259
1848,2395,66,340,8,15,no,no,yes,259
1849,2944,33,528,16,14,no,no,yes,259
1850,1890,33,212,4,14,yes,yes,yes,259
1851,2605,66,545,8,15,no,no,yes,259
1852,2095,33,426,8,14,no,no,yes,259
1853,2024,25,120,4,14,yes,no,no,259
1854,3090,66,528,16,15,no,no,yes,259
1855,2590,66,426,8,15,no,no,yes,259
1856,1790,33,107,2,15,no,no,yes,259
1857,3714,66,527,4,15,yes,no,no,259
1858,2499,66,424,8,15,no,no,yes,259
1859,3144,66,528,16,14,no,no,yes,259
1860,2899,50,240,4,14,no,no,no,259
1861,2390,66,424,4,14,yes,yes,yes,259
1862,2375,33,545,8,15,no,no,yes,259
1863,1945,33,340,4,15,no,no,yes,259
1864,2090,25,214,4,14,yes,yes,yes,259
1865,2168,33,212,4,14,no,no,no,259
1866,2890,66,426,8,14,yes,yes,yes,259
1867,2595,33,424,8,17,no,no,yes,259
1868,3198,66,450,16,15,yes,no,yes,259
1869,2890,25,528,16,14,yes,yes,yes,259
1870,1744,33,107,2,14,no,no,yes,259
1871,2685,66,545,8,14,no,no,yes,259
1872,2044,66,107,2,14,no,no,yes,259
1873,1999,50,245,4,15,yes,yes,yes,259
1874,2095,50,214,4,14,no,no,yes,259
1875,2285,66,340,8,15,no,no,yes,259
1876,2364,33,212,4,14,yes,no,no,259
1877,1844,25,214,4,14,no,no,yes,259
1878,1349,33,212,4,14,no,no,yes,259
1879,3044,50,528,16,14,no,no,yes,259
1880,2149,66,245,4,15,yes,yes,yes,259
1881,1890,33,107,2,14,yes,yes,yes,259
1882,1818,25,212,4,14,no,no,no,259
1883,2999,66,340,8,15,yes,yes,yes,259
1884,1990,66,107,2,15,no,no,yes,259
1885,2990,50,528,16,15,no,no,yes,259
1886,1529,33,245,4,14,no,no,yes,259
1887,2144,33,214,4,14,no,no,yes,259
1888,1799,33,120,4,14,no,no,no,259
1889,1799,33,230,4,14,no,no,yes,259
1890,2439,50,340,8,17,no,no,yes,259
1891,2055,33,340,8,15,no,no,yes,259
1892,1695,25,214,4,14,no,no,yes,259
1893,1644,33,107,2,14,no,no,yes,259
1894,2065,33,340,8,15,yes,no,yes,259
1895,2295,50,424,8,15,yes,no,yes,259
1896,2490,33,426,8,14,yes,yes,yes,259
1897,3144,50,528,16,14,no,no,yes,259
1898,2844,33,528,16,14,no,no,yes,259
1899,1944,33,107,2,14,no,no,yes,259
1900,1899,66,245,4,15,no,no,yes,259
1901,2185,25,528,8,14,no,no,yes,259
1902,1795,33,214,4,14,no,no,yes,259
1903,1844,33,107,2,14,no,no,yes,259
1904,2190,50,214,4,15,no,no,yes,259
1905,2595,33,528,16,14,no,no,yes,259
1906,1595,33,340,4,14,no,no,yes,259
1907,1495,33,107,4,14,no,no,yes,259
1908,1795,50,424,4,14,no,no,yes,259
1909,2374,33,120,4,14,yes,no,no,259
1910,2498,50,320,8,15,yes,no,yes,259
1911,2175,66,340,4,15,no,no,yes,259
1912,1908,33,120,4,14,no,no,no,259
1913,1999,33,340,8,14,yes,no,yes,259
1914,1599,25,120,4,14,no,no,no,259
1915,2090,25,426,8,15,no,no,yes,259
1916,1670,25,212,4,14,yes,yes,yes,259
1917,2478,33,245,8,14,no,no,no,259
1918,2590,66,214,4,14,yes,yes,yes,259
1919,1749,50,245,4,15,no,no,yes,259
1920,1995,33,214,4,14,no,no,yes,259
1921,1929,33,245,4,15,yes,yes,yes,259
1922,3390,66,528,16,14,yes,yes,yes,259
1923,2044,50,107,2,14,no,no,yes,259
1924,3290,50,528,16,14,yes,yes,yes,259
1925,2175,33,425,8,15,no,no,yes,259
1926,1449,25,120,4,14,no,no,no,259
1927,2795,33,528,16,14,no,no,yes,259
1928,1795,50,107,2,14,no,no,yes,259
1929,2359,33,245,8,14,no,no,no,259
1930,2049,33,212,4,14,no,no,no,259
1931,2895,50,528,16,14,no,no,yes,259
1932,2608,33,340,4,14,no,no,no,259
1933,1944,25,214,4,14,no,no,yes,259
1934,2495,66,426,8,14,no,no,yes,259
1935,2405,66,425,8,15,no,no,yes,259
1936,2104,33,120,4,14,yes,no,no,259
1937,2190,33,214,4,14,yes,yes,yes,259
1938,2195,66,214,4,14,no,no,yes,259
1939,3589,66,527,8,15,no,no,no,259
1940,2344,66,214,4,14,no,no,yes,259
1941,1695,33,340,4,15,no,no,yes,259
1942,1890,33,212,4,14,yes,yes,yes,259
1943,1854,25,120,4,14,yes,no,no,259
1944,2299,66,120,4,14,no,no,no,259
1945,3044,66,245,4,15,yes,no,no,259
1946,2944,66,340,8,17,no,no,yes,259
1947,2145,33,340,4,15,yes,no,yes,259
1948,1944,50,107,2,14,no,no,yes,259
1949,2144,66,107,2,14,no,no,yes,259
1950,1395,25,107,4,14,no,no,yes,259
1951,2244,33,214,4,14,no,no,yes,259
1952,2744,33,528,16,14,no,no,yes,259
1953,2674,33,245,8,14,yes,no,no,259
1954,1495,33,107,2,14,no,no,yes,259
1955,3205,66,545,8,17,no,no,yes,259
1956,2390,33,426,8,15,no,no,yes,259
1957,1395,25,107,2,14,no,no,yes,259
1958,2815,50,424,8,17,yes,no,yes,259
1959,1599,50,245,4,14,no,no,yes,259
1960,2190,50,424,4,14,yes,yes,yes,259
1961,3678,66,527,8,15,no,no,no,259
1962,1695,33,107,2,14,no,no,yes,259
1963,1895,25,212,4,17,no,no,yes,259
1964,1275,25,212,4,14,no,no,yes,259
1965,3399,66,527,4,15,no,no,no,259
1966,1789,33,120,4,14,no,no,no,259
1967,2699,33,240,4,14,no,no,no,259
1968,2544,33,426,8,14,no,no,yes,259
1969,2744,66,426,8,14,no,no,yes,259
1970,1790,25,214,4,15,no,no,yes,259
1971,1490,25,107,2,15,no,no,yes,259
1972,2315,33,340,8,17,no,no,yes,259
1973,2285,33,528,8,14,no,no,yes,259
1974,3904,66,527,8,15,yes,no,no,259
1975,1699,25,212,4,14,no,no,no,259
1976,1695,25,214,8,14,no,no,yes,259
1977,2138,33,212,4,14,no,no,no,259
1978,1895,66,107,2,14,no,no,yes,259
1979,2490,50,214,4,14,yes,yes,yes,259
1980,1995,66,424,4,14,no,no,yes,259
1981,2644,25,528,16,14,no,no,yes,259
1982,1699,33,245,4,15,no,no,yes,259
1983,1544,25,107,2,14,no,no,yes,259
1984,2744,50,340,8,17,no,no,yes,259
1985,2495,25,528,16,14,no,no,yes,259
1986,1995,25,426,8,14,no,no,yes,259
1987,1539,25,120,4,14,no,no,no,259
1988,1878,33,120,4,14,no,no,no,259
1989,2090,33,107,2,14,yes,yes,yes,259
1990,1299,25,120,4,14,yes,no,yes,259
1991,2044,33,214,4,14,no,no,yes,259
1992,5399,66,1200,32,17,yes,no,yes,259
1993,1395,25,107,4,14,no,no,yes,259
1994,3365,66,450,16,15,yes,yes,yes,259
1995,1395,25,240,4,14,no,no,yes,259
1996,2014,25,212,4,14,yes,no,no,259
1997,2590,25,528,16,15,no,no,yes,259
1998,2295,66,340,8,15,yes,no,yes,259
1999,1788,25,212,4,14,no,no,no,259
2000,2975,33,545,8,17,no,no,yes,259
2001,3495,50,452,8,14,no,no,yes,259
2002,2578,33,340,4,14,no,no,no,259
2003,1494,25,240,4,15,no,no,yes,259
2004,2999,66,450,16,15,yes,no,yes,259
2005,2190,33,426,8,15,no,no,yes,259
2006,1590,33,107,2,15,no,no,yes,259
2007,2690,33,426,8,14,yes,yes,yes,259
2008,2489,33,340,4,14,no,no,no,259
2009,2544,50,426,8,14,no,no,yes,259
2010,2848,66,245,4,15,no,no,no,259
2011,2799,66,340,16,15,yes,no,yes,259
2012,2059,33,120,4,14,no,no,no,259
2013,1749,33,212,4,14,yes,yes,yes,259
2014,1495,33,212,4,14,no,no,yes,259
2015,2744,25,528,16,14,no,no,yes,259
2016,2699,66,245,8,15,yes,no,yes,259
2017,1749,66,245,4,14,no,no,yes,259
2018,2818,66,245,4,15,no,no,no,259
2019,1495,33,212,4,14,no,no,yes,259
2020,1790,25,107,2,14,yes,yes,yes,259
2021,1944,33,214,4,14,no,no,yes,259
2022,2344,33,426,8,14,no,no,yes,259
2023,1890,50,107,2,15,no,no,yes,259
2024,2644,66,426,8,14,no,no,yes,259
2025,1709,25,120,4,14,no,no,no,259
2026,2244,25,426,8,14,no,no,yes,259
2027,2804,33,340,4,14,yes,no,no,259
2028,1795,50,340,4,14,no,no,yes,259
2029,2244,33,426,8,14,no,no,yes,259
2030,2995,66,528,16,14,no,no,yes,259
2031,2585,50,528,8,14,no,no,yes,259
2032,2595,66,424,4,17,no,no,yes,259
2033,2559,66,340,8,17,no,no,yes,259
2034,2375,66,340,4,15,yes,no,yes,259
2035,2290,66,214,4,15,no,no,yes,259
2036,1895,33,340,8,15,no,no,yes,259
2037,2195,50,340,8,15,no,no,yes,259
2038,2295,33,426,8,14,no,no,yes,259
2039,2990,33,528,16,14,yes,yes,yes,259
2040,2455,33,545,8,14,no,no,yes,259
2041,1894,50,340,4,15,no,no,yes,259
2042,2448,33,245,8,14,no,no,no,259
2043,2975,33,1370,8,14,no,no,yes,259
2044,2485,33,528,8,14,no,no,yes,259
2045,2685,66,528,8,14,no,no,yes,259
2046,3190,33,528,16,14,yes,yes,yes,259
2047,2444,33,426,8,14,no,no,yes,259
