sex,age,edu,unempdur,income,marital,sport,smoke,alcabuse,workab,englang,bmi
FEMALE,30,POST-SECONDARY OR HIGHER,0,2200,MARRIED,NO,NO,NO,NO,ACTIVE,
MALE,61,VOCATIONAL/GRAMMAR,0,2000,MARRIED,NO,NO,NO,NO,NONE,28.40550436
FEMALE,34,POST-SECONDARY OR HIGHER,0,3000,MARRIED,NO,NO,NO,NO,PASSIVE,18.87066338
MALE,59,SECONDARY,0,1300,MARRIED,YES,YES,YES,NO,NONE,23.87511478
FEMALE,28,POST-SECONDARY OR HIGHER,12,,MARRIED,YES,NO,NO,NO,ACTIVE,27.6816609
MALE,47,VOCATIONAL/GRAMMAR,0,650,SINGLE,YES,NO,NO,NO,NONE,23.52941176
FEMALE,28,POST-SECONDARY OR HIGHER,,2400,MARRIED,NO,NO,NO,NO,ACTIVE,18.59012493
FEMALE,22,VOCATIONAL/GRAMMAR,12,,SINGLE,YES,YES,YES,YES,NONE,19.37919743
MALE,17,VOCATIONAL/GRAMMAR,,,SINGLE,NO,NO,NO,,ACTIVE,20.76124567
FEMALE,75,PRIMARY/NO EDUCATION,0,1450,WIDOWED,YES,NO,NO,NO,NONE,32.71861987
MALE,47,VOCATIONAL/GRAMMAR,0,1700,MARRIED,YES,NO,NO,NO,NONE,34.56790123
MALE,48,VOCATIONAL/GRAMMAR,0,2000,MARRIED,YES,NO,NO,NO,NONE,26.2345679
FEMALE,49,POST-SECONDARY OR HIGHER,0,2000,MARRIED,NO,NO,NO,NO,PASSIVE,19.04700413
MALE,81,PRIMARY/NO EDUCATION,24,,WIDOWED,YES,NO,NO,NO,NONE,
MALE,43,SECONDARY,0,,MARRIED,YES,NO,NO,NO,NONE,24.56931437
MALE,56,VOCATIONAL/GRAMMAR,0,,MARRIED,YES,NO,NO,NO,NONE,29.13631634
MALE,41,POST-SECONDARY OR HIGHER,0,3000,MARRIED,NO,NO,NO,NO,NONE,29.62962963
FEMALE,61,PRIMARY/NO EDUCATION,24,1000,MARRIED,YES,NO,NO,NO,NONE,26.36560303
MALE,41,PRIMARY/NO EDUCATION,8,1200,MARRIED,YES,NO,NO,NO,NONE,31.02040816
MALE,46,SECONDARY,0,1300,MARRIED,YES,NO,NO,NO,NONE,28.40550436
FEMALE,55,SECONDARY,,2000,MARRIED,YES,YES,NO,NO,NONE,24.30248706
FEMALE,59,SECONDARY,24,1000,WIDOWED,YES,NO,NO,NO,PASSIVE,21.875
FEMALE,52,POST-SECONDARY OR HIGHER,0,2000,DIVORCED,YES,NO,NO,NO,NONE,27.75510204
FEMALE,61,VOCATIONAL/GRAMMAR,,,MARRIED,YES,NO,YES,NO,NONE,24.61810377
MALE,61,SECONDARY,24,1050,MARRIED,YES,YES,NO,NO,PASSIVE,31.22945431
MALE,21,SECONDARY,,,SINGLE,NO,NO,NO,,ACTIVE,22.85714286
MALE,17,VOCATIONAL/GRAMMAR,,,SINGLE,NO,NO,NO,,ACTIVE,20.01772999
MALE,75,PRIMARY/NO EDUCATION,12,,SINGLE,YES,NO,NO,NO,NONE,23.4375
MALE,78,PRIMARY/NO EDUCATION,,1100,MARRIED,YES,NO,NO,NO,NONE,30.46875
FEMALE,24,SECONDARY,,1000,SINGLE,NO,NO,NO,NO,ACTIVE,21.23057202
MALE,65,SECONDARY,0,1500,MARRIED,NO,NO,NO,NO,NONE,18.8267935
FEMALE,28,POST-SECONDARY OR HIGHER,,2000,SINGLE,,NO,YES,NO,ACTIVE,21.0498179
FEMALE,61,POST-SECONDARY OR HIGHER,0,2200,WIDOWED,NO,NO,NO,NO,PASSIVE,30.85960738
FEMALE,57,SECONDARY,0,1500,MARRIED,NO,NO,NO,NO,NONE,29.27099403
FEMALE,80,PRIMARY/NO EDUCATION,0,1350,WIDOWED,YES,NO,NO,NO,NONE,24.8357635
FEMALE,59,PRIMARY/NO EDUCATION,0,700,MARRIED,YES,NO,NO,NO,NONE,28.08626033
FEMALE,64,VOCATIONAL/GRAMMAR,0,1700,DE FACTO SEPARATED,YES,NO,NO,NO,NONE,33.60116874
FEMALE,50,PRIMARY/NO EDUCATION,0,500,MARRIED,YES,YES,YES,NO,NONE,21.63114885
FEMALE,38,POST-SECONDARY OR HIGHER,0,2800,MARRIED,NO,NO,NO,NO,ACTIVE,28.04037814
FEMALE,38,VOCATIONAL/GRAMMAR,0,1500,SINGLE,YES,NO,NO,NO,NONE,23.7654321
MALE,74,SECONDARY,0,,MARRIED,YES,NO,NO,NO,NONE,36.73094582
MALE,54,VOCATIONAL/GRAMMAR,0,2600,MARRIED,YES,YES,YES,NO,NONE,22.30814991
MALE,77,PRIMARY/NO EDUCATION,24,940,MARRIED,YES,NO,NO,NO,NONE,24.21229339
FEMALE,42,SECONDARY,18,500,MARRIED,YES,NO,NO,NO,PASSIVE,21.56454491
FEMALE,67,SECONDARY,0,,MARRIED,NO,NO,NO,NO,PASSIVE,24.38652644
FEMALE,16,PRIMARY/NO EDUCATION,,,SINGLE,YES,NO,NO,,PASSIVE,23.046875
FEMALE,64,SECONDARY,,1500,MARRIED,YES,NO,NO,NO,NONE,26.0261749
MALE,32,POST-SECONDARY OR HIGHER,0,,MARRIED,YES,NO,NO,NO,PASSIVE,22.12973973
FEMALE,62,PRIMARY/NO EDUCATION,0,700,MARRIED,NO,NO,NO,NO,NONE,31.40766481
FEMALE,36,POST-SECONDARY OR HIGHER,,1500,SINGLE,YES,NO,NO,NO,ACTIVE,21.484375
FEMALE,53,SECONDARY,,1000,DIVORCED,YES,YES,NO,NO,PASSIVE,24.33747972
FEMALE,42,SECONDARY,,,MARRIED,YES,YES,NO,NO,PASSIVE,
FEMALE,39,VOCATIONAL/GRAMMAR,0,980,MARRIED,YES,YES,NO,NO,NONE,22.86253448
FEMALE,50,SECONDARY,,,MARRIED,YES,NO,NO,NO,NONE,23.03004535
MALE,54,POST-SECONDARY OR HIGHER,0,2800,MARRIED,NO,NO,NO,NO,NONE,27.75510204
FEMALE,26,POST-SECONDARY OR HIGHER,0,2500,MARRIED,YES,NO,NO,NO,ACTIVE,16.60899654
FEMALE,72,PRIMARY/NO EDUCATION,24,630,MARRIED,YES,NO,NO,NO,NONE,24.03460984
MALE,32,POST-SECONDARY OR HIGHER,0,2000,DIVORCED,NO,NO,NO,NO,ACTIVE,27.1177686
MALE,44,SECONDARY,,2500,MARRIED,YES,NO,NO,NO,NONE,30.63938028
MALE,54,VOCATIONAL/GRAMMAR,0,3000,MARRIED,YES,NO,NO,NO,NONE,29.73704434
FEMALE,21,SECONDARY,,,SINGLE,NO,NO,NO,,ACTIVE,20.2020202
FEMALE,81,PRIMARY/NO EDUCATION,24,3300,WIDOWED,YES,NO,NO,NO,NONE,32.8731098
FEMALE,47,SECONDARY,24,765,MARRIED,YES,NO,NO,NO,,25.78125
MALE,60,VOCATIONAL/GRAMMAR,24,2000,MARRIED,YES,NO,NO,NO,NONE,23.53304271
FEMALE,56,SECONDARY,0,1200,MARRIED,YES,NO,NO,NO,NONE,33.65929705
MALE,61,SECONDARY,0,5000,MARRIED,NO,NO,NO,NO,NONE,23.93948099
FEMALE,29,POST-SECONDARY OR HIGHER,,3200,DIVORCED,NO,NO,NO,NO,ACTIVE,22.47120876
FEMALE,82,PRIMARY/NO EDUCATION,,1080,WIDOWED,YES,NO,NO,NO,NONE,24.69135802
FEMALE,64,SECONDARY,0,1500,MARRIED,YES,NO,NO,NO,NONE,29.51593861
FEMALE,21,SECONDARY,,,SINGLE,NO,NO,NO,,ACTIVE,22.98190175
FEMALE,62,SECONDARY,2,,MARRIED,NO,YES,NO,NO,NONE,27.6816609
FEMALE,33,VOCATIONAL/GRAMMAR,0,678,MARRIED,YES,NO,NO,NO,NONE,29.38475666
MALE,78,SECONDARY,0,1560,MARRIED,YES,NO,NO,NO,NONE,31.02040816
FEMALE,54,SECONDARY,,1000,MARRIED,NO,NO,NO,NO,NONE,36.88509165
FEMALE,32,POST-SECONDARY OR HIGHER,0,1650,SINGLE,YES,NO,NO,NO,PASSIVE,25.34435262
MALE,59,PRIMARY/NO EDUCATION,,700,WIDOWED,YES,NO,NO,NO,NONE,42.93830096
FEMALE,72,POST-SECONDARY OR HIGHER,2,,MARRIED,NO,NO,NO,NO,NONE,25.91068435
MALE,50,VOCATIONAL/GRAMMAR,0,1500,DIVORCED,YES,NO,NO,NO,NONE,25.35925613
FEMALE,32,SECONDARY,0,930,MARRIED,NO,YES,NO,NO,PASSIVE,23.33768443
FEMALE,63,VOCATIONAL/GRAMMAR,0,1100,MARRIED,YES,YES,NO,NO,NONE,22.85714286
FEMALE,35,POST-SECONDARY OR HIGHER,0,2200,MARRIED,NO,NO,NO,NO,ACTIVE,28.04037814
FEMALE,58,PRIMARY/NO EDUCATION,0,680,MARRIED,YES,NO,NO,NO,NONE,28.08626033
FEMALE,78,PRIMARY/NO EDUCATION,,1420,WIDOWED,YES,NO,NO,NO,NONE,24.8357635
MALE,37,POST-SECONDARY OR HIGHER,,3200,MARRIED,YES,YES,NO,NO,NONE,29.9136168
FEMALE,23,VOCATIONAL/GRAMMAR,,,SINGLE,YES,NO,NO,NO,ACTIVE,20.3125
FEMALE,58,VOCATIONAL/GRAMMAR,0,3000,MARRIED,YES,NO,NO,NO,NONE,27.53122945
FEMALE,35,POST-SECONDARY OR HIGHER,0,1700,SINGLE,NO,NO,NO,NO,ACTIVE,20.32443826
FEMALE,44,POST-SECONDARY OR HIGHER,,1800,MARRIED,YES,YES,NO,NO,NONE,24.21875
MALE,55,VOCATIONAL/GRAMMAR,18,,MARRIED,YES,YES,NO,NO,NONE,24.8015873
MALE,22,SECONDARY,,300,SINGLE,NO,NO,NO,NO,ACTIVE,23.45679012
FEMALE,25,SECONDARY,24,300,SINGLE,NO,NO,NO,NO,PASSIVE,27.00513097
MALE,62,VOCATIONAL/GRAMMAR,0,1900,MARRIED,YES,NO,NO,NO,NONE,29.3877551
FEMALE,27,POST-SECONDARY OR HIGHER,0,1500,MARRIED,NO,NO,NO,NO,ACTIVE,22.77318641
MALE,47,SECONDARY,12,,SINGLE,NO,NO,NO,NO,NONE,22.5981405
MALE,29,SECONDARY,,1100,MARRIED,YES,NO,NO,NO,PASSIVE,22.79035793
MALE,62,VOCATIONAL/GRAMMAR,,,MARRIED,YES,NO,NO,NO,NONE,28.71972318
FEMALE,67,VOCATIONAL/GRAMMAR,24,750,MARRIED,YES,NO,NO,NO,NONE,27.54820937
FEMALE,82,PRIMARY/NO EDUCATION,0,1000,WIDOWED,YES,NO,NO,NO,NONE,20.81165453
MALE,21,SECONDARY,,1300,SINGLE,NO,YES,NO,,ACTIVE,24.48979592
FEMALE,23,SECONDARY,0,1500,SINGLE,YES,NO,NO,NO,PASSIVE,20.17714852
MALE,74,PRIMARY/NO EDUCATION,24,940,MARRIED,YES,NO,NO,NO,NONE,24.07407407
FEMALE,59,POST-SECONDARY OR HIGHER,0,3700,MARRIED,YES,NO,NO,NO,NONE,22.67573696
MALE,37,POST-SECONDARY OR HIGHER,,3200,MARRIED,NO,YES,NO,NO,ACTIVE,24.69135802
FEMALE,61,PRIMARY/NO EDUCATION,24,909,MARRIED,NO,NO,YES,NO,NONE,26.36560303
FEMALE,79,PRIMARY/NO EDUCATION,0,2100,WIDOWED,YES,NO,NO,NO,NONE,27.47138398
MALE,47,VOCATIONAL/GRAMMAR,,2000,MARRIED,YES,YES,NO,NO,NONE,28.06642387
FEMALE,36,VOCATIONAL/GRAMMAR,2,,MARRIED,NO,YES,NO,NO,NONE,26.0261749
MALE,57,VOCATIONAL/GRAMMAR,,700,MARRIED,YES,NO,NO,NO,NONE,24.03460984
FEMALE,62,PRIMARY/NO EDUCATION,0,826,MARRIED,YES,NO,NO,NO,NONE,32.28305785
FEMALE,29,POST-SECONDARY OR HIGHER,12,,MARRIED,YES,NO,NO,NO,NONE,27.6816609
FEMALE,58,SECONDARY,0,1050,WIDOWED,YES,NO,NO,NO,NONE,33.73250126
MALE,64,VOCATIONAL/GRAMMAR,,1200,MARRIED,YES,NO,NO,NO,NONE,28.37370242
MALE,83,PRIMARY/NO EDUCATION,24,2100,MARRIED,YES,NO,NO,NO,NONE,28.06642387
MALE,48,SECONDARY,0,2500,MARRIED,YES,NO,NO,NO,NONE,32.77051278
MALE,41,SECONDARY,0,3000,MARRIED,NO,YES,NO,YES,NONE,23.44934084
FEMALE,74,PRIMARY/NO EDUCATION,,850,MARRIED,YES,NO,NO,NO,NONE,37.33333333
FEMALE,61,VOCATIONAL/GRAMMAR,24,1800,MARRIED,YES,NO,NO,NO,NONE,34.20582986
FEMALE,74,PRIMARY/NO EDUCATION,0,1070,DIVORCED,YES,NO,NO,NO,NONE,35.430839
FEMALE,47,POST-SECONDARY OR HIGHER,0,3000,MARRIED,NO,NO,NO,NO,NONE,21.09375
MALE,39,SECONDARY,7,3000,MARRIED,NO,YES,NO,NO,NONE,31.69907016
MALE,80,PRIMARY/NO EDUCATION,,,MARRIED,YES,NO,NO,NO,NONE,20.56880661
FEMALE,49,SECONDARY,,,SINGLE,YES,NO,NO,NO,NONE,24.8357635
FEMALE,43,VOCATIONAL/GRAMMAR,0,,DIVORCED,YES,NO,NO,NO,NONE,19.70553242
FEMALE,58,POST-SECONDARY OR HIGHER,24,1600,DIVORCED,NO,NO,NO,NO,PASSIVE,29.13631634
FEMALE,19,VOCATIONAL/GRAMMAR,,,SINGLE,NO,NO,NO,,PASSIVE,19.15708812
FEMALE,38,POST-SECONDARY OR HIGHER,,16000,MARRIED,YES,NO,NO,NO,ACTIVE,24.22145329
MALE,24,SECONDARY,8,,SINGLE,NO,NO,NO,NO,PASSIVE,60.0240096
FEMALE,24,VOCATIONAL/GRAMMAR,0,1500,MARRIED,YES,YES,NO,NO,NONE,25.2825699
FEMALE,41,POST-SECONDARY OR HIGHER,7,,MARRIED,YES,NO,NO,NO,PASSIVE,17.63085399
MALE,53,SECONDARY,0,1800,MARRIED,NO,NO,NO,NO,NONE,23.4375
MALE,74,PRIMARY/NO EDUCATION,24,850,MARRIED,YES,NO,NO,NO,NONE,20
MALE,75,PRIMARY/NO EDUCATION,0,600,MARRIED,YES,NO,YES,NO,NONE,34.56790123
FEMALE,71,VOCATIONAL/GRAMMAR,,,WIDOWED,YES,NO,NO,NO,NONE,30.35925114
FEMALE,27,SECONDARY,0,1250,SINGLE,YES,YES,NO,NO,ACTIVE,22.94213045
FEMALE,34,SECONDARY,0,,MARRIED,NO,NO,NO,NO,PASSIVE,
MALE,39,VOCATIONAL/GRAMMAR,0,1900,MARRIED,NO,NO,NO,NO,NONE,28.90507573
MALE,59,SECONDARY,24,900,MARRIED,YES,YES,NO,NO,PASSIVE,18.75
MALE,58,VOCATIONAL/GRAMMAR,5,725,MARRIED,YES,NO,NO,NO,NONE,34.60207612
FEMALE,34,POST-SECONDARY OR HIGHER,,2500,MARRIED,NO,YES,NO,NO,ACTIVE,21.2244898
FEMALE,40,SECONDARY,,,MARRIED,YES,NO,NO,NO,NONE,24.22145329
FEMALE,81,SECONDARY,,1500,MARRIED,YES,YES,NO,NO,PASSIVE,22.76146754
MALE,31,POST-SECONDARY OR HIGHER,0,2000,SINGLE,NO,NO,NO,NO,ACTIVE,26.30901656
FEMALE,24,SECONDARY,0,1050,SINGLE,NO,NO,NO,NO,ACTIVE,18.59113034
FEMALE,72,PRIMARY/NO EDUCATION,24,600,MARRIED,YES,NO,NO,NO,NONE,
MALE,16,PRIMARY/NO EDUCATION,,,SINGLE,NO,NO,NO,,PASSIVE,23.51557907
FEMALE,27,SECONDARY,,6500,SINGLE,NO,NO,NO,NO,NONE,19.14672216
MALE,52,VOCATIONAL/GRAMMAR,,1500,MARRIED,YES,NO,YES,NO,NONE,35.15625
FEMALE,67,PRIMARY/NO EDUCATION,0,900,WIDOWED,YES,NO,NO,NO,NONE,29.76190476
MALE,83,SECONDARY,24,9500,MARRIED,YES,NO,NO,NO,NONE,28.57796068
MALE,80,PRIMARY/NO EDUCATION,,1600,WIDOWED,YES,NO,NO,NO,NONE,30.3871053
FEMALE,27,SECONDARY,6,,SINGLE,NO,NO,NO,NO,PASSIVE,22.47120876
MALE,31,PRIMARY/NO EDUCATION,,600,MARRIED,YES,NO,NO,NO,PASSIVE,25.2493372
FEMALE,72,PRIMARY/NO EDUCATION,0,950,WIDOWED,YES,NO,NO,NO,NONE,36.16042078
FEMALE,38,VOCATIONAL/GRAMMAR,24,,MARRIED,YES,NO,NO,NO,NONE,27.63605442
MALE,46,VOCATIONAL/GRAMMAR,0,1700,MARRIED,YES,YES,NO,NO,NONE,30.24691358
MALE,63,POST-SECONDARY OR HIGHER,0,1600,MARRIED,YES,NO,YES,,NONE,24.61810377
FEMALE,57,PRIMARY/NO EDUCATION,24,450,MARRIED,YES,NO,NO,NO,NONE,24.09297052
MALE,24,SECONDARY,0,1500,SINGLE,NO,NO,NO,NO,PASSIVE,22.5981405
FEMALE,20,PRIMARY/NO EDUCATION,24,,SINGLE,YES,YES,NO,NO,NONE,17.43285124
FEMALE,96,PRIMARY/NO EDUCATION,24,1000,WIDOWED,YES,NO,NO,,NONE,27.23922448
FEMALE,53,PRIMARY/NO EDUCATION,24,528,SINGLE,YES,YES,NO,NO,NONE,24.22145329
MALE,58,SECONDARY,0,630,MARRIED,YES,NO,NO,NO,NONE,25.71166208
FEMALE,34,POST-SECONDARY OR HIGHER,0,1800,DIVORCED,YES,YES,NO,NO,NONE,21.93634741
FEMALE,24,POST-SECONDARY OR HIGHER,,950,SINGLE,NO,NO,NO,NO,ACTIVE,20.02884153
FEMALE,47,SECONDARY,0,,MARRIED,YES,NO,NO,NO,NONE,34.60207612
FEMALE,36,SECONDARY,12,,MARRIED,YES,NO,NO,NO,NONE,22.30814991
FEMALE,32,POST-SECONDARY OR HIGHER,0,1800,MARRIED,NO,YES,NO,NO,PASSIVE,21.2244898
FEMALE,53,VOCATIONAL/GRAMMAR,24,,MARRIED,YES,YES,NO,NO,NONE,22.30935641
FEMALE,21,SECONDARY,0,600,SINGLE,NO,NO,NO,YES,ACTIVE,22.03856749
MALE,46,POST-SECONDARY OR HIGHER,,3500,MARRIED,NO,NO,NO,NO,NONE,27.04164413
FEMALE,47,POST-SECONDARY OR HIGHER,,2400,MARRIED,YES,NO,NO,NO,NONE,27.81588173
FEMALE,47,VOCATIONAL/GRAMMAR,0,600,MARRIED,YES,NO,NO,NO,NONE,21.30681818
FEMALE,56,VOCATIONAL/GRAMMAR,,1000,MARRIED,NO,NO,NO,NO,NONE,29.536862
MALE,22,SECONDARY,0,972,SINGLE,NO,NO,NO,,ACTIVE,22.16066482
FEMALE,34,POST-SECONDARY OR HIGHER,0,2500,MARRIED,NO,NO,NO,NO,ACTIVE,21.51385851
MALE,47,SECONDARY,0,,MARRIED,YES,NO,NO,NO,NONE,28.40550436
MALE,77,SECONDARY,24,2010,MARRIED,NO,NO,NO,NO,NONE,30.3871053
FEMALE,25,SECONDARY,0,1500,SINGLE,NO,NO,NO,NO,ACTIVE,19.84126984
FEMALE,68,VOCATIONAL/GRAMMAR,0,750,WIDOWED,NO,NO,NO,NO,NONE,26.12244898
MALE,49,SECONDARY,0,2500,MARRIED,NO,NO,NO,NO,NONE,32.77051278
FEMALE,89,VOCATIONAL/GRAMMAR,24,1087,WIDOWED,YES,NO,NO,NO,NONE,25.05930703
FEMALE,27,POST-SECONDARY OR HIGHER,18,600,SINGLE,YES,YES,NO,NO,ACTIVE,23.58832922
FEMALE,31,VOCATIONAL/GRAMMAR,0,1300,MARRIED,YES,NO,NO,NO,NONE,25.6543724
FEMALE,57,SECONDARY,24,1000,MARRIED,NO,YES,NO,NO,PASSIVE,20.76124567
FEMALE,38,VOCATIONAL/GRAMMAR,,900,WIDOWED,YES,NO,NO,NO,NONE,21.484375
FEMALE,29,VOCATIONAL/GRAMMAR,24,,MARRIED,YES,YES,NO,NO,NONE,19.83471074
FEMALE,38,PRIMARY/NO EDUCATION,,540,MARRIED,YES,YES,NO,NO,NONE,20.32225287
FEMALE,21,SECONDARY,5,100,SINGLE,,NO,NO,,ACTIVE,21.23057202
FEMALE,53,POST-SECONDARY OR HIGHER,0,3100,MARRIED,YES,NO,NO,,PASSIVE,26.44628099
MALE,57,SECONDARY,24,1600,MARRIED,YES,NO,NO,NO,PASSIVE,25.71166208
MALE,43,VOCATIONAL/GRAMMAR,0,5000,MARRIED,NO,NO,NO,NO,NONE,25.35925613
FEMALE,47,PRIMARY/NO EDUCATION,0,2000,MARRIED,YES,YES,NO,NO,NONE,27.88518739
FEMALE,17,VOCATIONAL/GRAMMAR,,,SINGLE,NO,NO,NO,,NONE,19.05197378
FEMALE,27,SECONDARY,,4800,DIVORCED,NO,YES,NO,NO,ACTIVE,23.61275089
MALE,34,POST-SECONDARY OR HIGHER,0,1500,MARRIED,YES,NO,NO,NO,PASSIVE,24.83564646
MALE,58,VOCATIONAL/GRAMMAR,14,600,MARRIED,YES,NO,NO,NO,NONE,25.99090318
MALE,40,SECONDARY,0,,MARRIED,YES,NO,NO,NO,NONE,20.52260377
MALE,60,PRIMARY/NO EDUCATION,18,1350,MARRIED,YES,NO,NO,NO,NONE,31.64556962
FEMALE,59,PRIMARY/NO EDUCATION,24,909,WIDOWED,YES,NO,NO,NO,NONE,26.12244898
FEMALE,57,VOCATIONAL/GRAMMAR,0,,MARRIED,YES,NO,NO,NO,NONE,29.41176471
FEMALE,37,POST-SECONDARY OR HIGHER,0,2200,MARRIED,NO,NO,NO,NO,ACTIVE,28.125
FEMALE,56,SECONDARY,,1700,DIVORCED,NO,NO,NO,NO,NONE,30.79584775
MALE,31,SECONDARY,6,1197,MARRIED,YES,NO,NO,NO,PASSIVE,24.21229339
FEMALE,30,POST-SECONDARY OR HIGHER,,2200,MARRIED,NO,NO,NO,NO,PASSIVE,18.59012493
MALE,22,SECONDARY,,300,SINGLE,NO,NO,NO,NO,ACTIVE,25.2493372
FEMALE,39,POST-SECONDARY OR HIGHER,,,MARRIED,NO,NO,NO,NO,NONE,27.88518739
MALE,62,VOCATIONAL/GRAMMAR,24,2900,MARRIED,YES,NO,NO,NO,NONE,30.66890496
MALE,62,POST-SECONDARY OR HIGHER,0,2500,MARRIED,YES,YES,NO,NO,PASSIVE,25.61728395
FEMALE,75,PRIMARY/NO EDUCATION,0,901,MARRIED,YES,NO,NO,NO,NONE,31.00559952
MALE,52,POST-SECONDARY OR HIGHER,0,3000,MARRIED,NO,NO,NO,NO,PASSIVE,22.99262444
FEMALE,46,POST-SECONDARY OR HIGHER,0,1800,SINGLE,YES,YES,NO,NO,NONE,21.61281179
FEMALE,24,SECONDARY,0,1050,SINGLE,NO,NO,NO,NO,ACTIVE,20.17714852
MALE,35,POST-SECONDARY OR HIGHER,0,4000,MARRIED,NO,NO,NO,NO,ACTIVE,26.7299275
FEMALE,23,POST-SECONDARY OR HIGHER,0,,SINGLE,NO,YES,NO,NO,ACTIVE,20.703125
MALE,16,PRIMARY/NO EDUCATION,,,SINGLE,NO,NO,NO,,ACTIVE,19.81767737
FEMALE,36,VOCATIONAL/GRAMMAR,0,,MARRIED,NO,NO,NO,NO,NONE,18.59012493
FEMALE,55,SECONDARY,0,1700,MARRIED,YES,NO,NO,NO,NONE,29.72651605
FEMALE,81,PRIMARY/NO EDUCATION,,1600,WIDOWED,YES,NO,NO,NO,NONE,27.34375
FEMALE,74,SECONDARY,,548,MARRIED,YES,NO,NO,NO,NONE,27.34375
FEMALE,50,SECONDARY,0,850,MARRIED,NO,NO,NO,NO,NONE,26.34649403
FEMALE,65,SECONDARY,24,,WIDOWED,NO,NO,NO,NO,NONE,22.20598977
MALE,55,VOCATIONAL/GRAMMAR,0,1900,MARRIED,YES,NO,NO,NO,NONE,28.07504294
MALE,18,VOCATIONAL/GRAMMAR,,,SINGLE,NO,NO,NO,,ACTIVE,23.52941176
FEMALE,65,SECONDARY,24,1200,WIDOWED,NO,NO,NO,NO,PASSIVE,27.23922448
MALE,36,VOCATIONAL/GRAMMAR,,3000,MARRIED,YES,YES,NO,NO,NONE,37.03703704
FEMALE,35,POST-SECONDARY OR HIGHER,0,,SINGLE,NO,NO,NO,,ACTIVE,21.875
MALE,59,SECONDARY,,2300,MARRIED,YES,NO,NO,NO,NONE,24.21875
FEMALE,28,POST-SECONDARY OR HIGHER,0,2850,MARRIED,YES,NO,NO,NO,PASSIVE,22.30935641
MALE,18,SECONDARY,,,SINGLE,YES,NO,NO,NO,ACTIVE,20.06920415
MALE,49,VOCATIONAL/GRAMMAR,0,2700,MARRIED,NO,YES,YES,NO,NONE,26.84061047
FEMALE,20,SECONDARY,,1000,SINGLE,NO,NO,NO,NO,ACTIVE,28.04281659
FEMALE,70,SECONDARY,0,1300,WIDOWED,YES,NO,NO,NO,NONE,29.51593861
MALE,53,PRIMARY/NO EDUCATION,,1600,MARRIED,NO,YES,NO,NO,NONE,24.44727891
FEMALE,32,POST-SECONDARY OR HIGHER,0,1300,SINGLE,YES,NO,NO,NO,PASSIVE,22.85714286
MALE,60,SECONDARY,0,3500,MARRIED,YES,NO,NO,NO,PASSIVE,28.59675713
MALE,72,VOCATIONAL/GRAMMAR,,1400,MARRIED,YES,NO,NO,NO,NONE,26.2345679
MALE,36,POST-SECONDARY OR HIGHER,0,10000,SINGLE,NO,YES,YES,NO,ACTIVE,27.17063157
MALE,30,VOCATIONAL/GRAMMAR,0,1600,MARRIED,NO,NO,NO,NO,NONE,27.70083102
FEMALE,46,SECONDARY,,1200,MARRIED,YES,YES,NO,NO,NONE,18.68512111
MALE,55,PRIMARY/NO EDUCATION,0,500,WIDOWED,YES,NO,NO,NO,NONE,26.34649403
FEMALE,72,VOCATIONAL/GRAMMAR,0,1230,MARRIED,YES,NO,NO,NO,NONE,21.97735112
FEMALE,24,POST-SECONDARY OR HIGHER,,616,SINGLE,YES,YES,NO,,NONE,19.05197378
FEMALE,80,POST-SECONDARY OR HIGHER,24,1200,WIDOWED,YES,YES,NO,NO,PASSIVE,16.66025887
FEMALE,49,SECONDARY,24,540,SINGLE,YES,NO,NO,NO,NONE,34.57763236
MALE,85,SECONDARY,24,9500,MARRIED,NO,NO,NO,NO,PASSIVE,31.14186851
FEMALE,23,VOCATIONAL/GRAMMAR,0,1050,SINGLE,NO,YES,NO,NO,NONE,19.14672216
FEMALE,42,VOCATIONAL/GRAMMAR,8,600,MARRIED,YES,NO,NO,NO,NONE,23.1206236
MALE,59,PRIMARY/NO EDUCATION,0,1700,MARRIED,YES,NO,NO,NO,NONE,26.5625
MALE,21,SECONDARY,,,SINGLE,NO,NO,NO,,ACTIVE,25.96304794
MALE,54,SECONDARY,5,900,MARRIED,YES,NO,NO,NO,NONE,24.48979592
FEMALE,41,POST-SECONDARY OR HIGHER,0,4500,MARRIED,YES,NO,NO,NO,NONE,22.64737696
FEMALE,34,VOCATIONAL/GRAMMAR,6,1800,MARRIED,NO,YES,NO,NO,NONE,27.6816609
MALE,42,VOCATIONAL/GRAMMAR,,,LEGALLY SEPARATED,YES,YES,NO,NO,NONE,26.82742078
FEMALE,29,VOCATIONAL/GRAMMAR,18,,MARRIED,NO,NO,NO,NO,NONE,19.22768787
FEMALE,47,POST-SECONDARY OR HIGHER,0,2400,MARRIED,YES,NO,NO,NO,NONE,25.95155709
FEMALE,61,SECONDARY,24,1800,MARRIED,YES,NO,NO,NO,NONE,30.66890496
FEMALE,20,SECONDARY,0,,SINGLE,YES,NO,NO,NO,PASSIVE,27.00513097
FEMALE,21,SECONDARY,,1300,SINGLE,NO,YES,NO,NO,ACTIVE,23.03004535
MALE,40,VOCATIONAL/GRAMMAR,0,4000,MARRIED,NO,NO,NO,NO,NONE,27.04164413
MALE,31,POST-SECONDARY OR HIGHER,,2500,MARRIED,NO,NO,NO,NO,ACTIVE,24.03170937
